text,label
"Epilepsy & Behavior 21 (2011) 206–210 Case Report Parieto-occipital lobe epilepsy caused by a POLG1 compound heterozygous A467T/W748S genotype David Roshal, David Glosser, Andro Zangaladze ⁎ Department of Neurology, Thomas Jefferson University Hospital, Philadelphia, PA, USA a r t i c l e i n f o Article history: Received 22 December 2010 Revised 3 March 2011 Accepted 4 March 2011 Available online 22 April 2011 Keywords: POLG1 gene mutation Mithochondrial disorder A467T/W748S genotype Somatosensory seizures Status Epilepticus a b s t r a c t",1
"We describe a 16-year-old woman with a rare POLG1 A467T/W748S genotype, with a wide range of neurological manifestations, including focal parieto-occipital lobe seizures, migraine headaches, cerebellar ataxia, sensory– motor axonal neuropathy, and impairment of visual perception and cognitive function. Treatment of epilepsy in patients with a POLG1 compound heterozygous A467T/W748S genotype is very challenging; the epilepsy may preferentially respond to sodium channel blockers. The POLG1-related syndrome has a variable clinical course, and disease morbidity and mortality may be correlated with the genotype.",1
"© 2011 Elsevier Inc. All rights reserved. Introduction The POLG1 gene mutation is a commonly reported gene defect identiﬁed in autosomal recessive mitochondrial DNA depletion disorders [1]. POLG1 gene, located on chromosome 15q25, encodes for the 140-kDa catalytic subunit of DNA polymerase γ, which is responsible for mitochondrial DNA replication [1]. DNA polymerase γ also consists of a",0
"55-kDa accessory subunit, which is encoded by the POLG2 gene on chromosome 17q23–24, and is responsible for tight binding to doublestranded DNA [2]. The POLG1 gene mutation was identiﬁed as a genetic substrate in Alpers’ disease [3], which was described in the early 1930s by Bernard Alpers as diffuse progressive degeneration of the gray matter in children [4]. Since that time many more POLG1 genotypes causing Alpers’ disease have been discovered [5]. More than 150 different homozygous and heterozygous POLG1 mutations have been reported in the literature [2,4,6–8]. They have variable phenotypes, clinical spectra, and natural histories, which depend on the speciﬁc POLG1 gene mutation. Mitochondrial disorders can have a very insidious clinical course, which can make the diagnosis difﬁcult, especially if the genetic workup for routinely tested mitochondrial disorders is negative. Treatment of epilepsy in patients with POLG1 gene mutations, speciﬁcally the compound heterozygous A467T/W748S genotype, is very challenging, and the epilepsy may selectively respond to only certain antiepileptic drugs [7].",0
"We describe here a patient with a rare POLG1 A467T/W748S compound heterozygous genotype with a wide range of neurological and nonneurological manifestations, including focal seizures, migraine ⁎ Corresponding author at: 900 Walnut Street, Suite 200, Philadelphia, PA 19107, USA. Fax: +1 215 503 2598. E-mail address: Andro.Zangaladze@jefferson.edu (A. Zangaladze).",1
"headaches, cerebellar ataxia, sensory–motor axonal neuropathy, and deﬁcits in visual perception and other cognitive domains. We discuss the 2-year clinical course of this condition, as well as the focal seizure treatment failures and responses. Case report",1
"A 16-year-old right-handed woman, who was an ex-preemie (gestational age=36 weeks) born to nonconsanguineous parents, developed over a 1-year period progressively worsening focal seizures refractory to multiple antiepileptic drugs. The patient had daily seizures of different semiology, signifying the multifocality of her seizures. The ﬁrst was a focal motor seizure, with right face, arm, and leg twitching infrequently evolving into convulsions. The second type was a visual sensory seizure which was described as either a right homonymous hemianopsia or colored spheres in the right visual ﬁeld, and the third type of seizure was a somatosensory seizure of spreading numbness and tingling sensation on the right side of the body. She was refractory to oxcarbazepine, levetiracetam, and zonisamide, at which point topiramate was started but the patient developed cognitive side effects and, therefore, topiramate was discontinued. Valproic acid was initiated which made the patient's cognitive symptoms and seizures worse, at which time the patient was brought to Thomas Jefferson University epilepsy monitoring unit with focal status epilepticus for video/EEG (VEEG) monitoring.",1
"On admission, VEEG demonstrated multiple focal somatosensory and visual seizures, without impairment of consciousness. The majority of the seizures emanated from the left parietal (P3) region with a tendency to spread within the ipsilateral hemisphere (Fig. 1). Few seizures emanated from the left posterior temporal (T5) region, and most of those showed no spread to the other leads. Interictally the 1525-5050/$ – see front matter © 2011 Elsevier Inc. All rights reserved. doi:10.1016/j.yebeh.2011.03.003 D. Roshal et al. / Epilepsy & Behavior 21 (2011) 206–210 207",1
"Fig. 1. Electroencephalography. (A) Scalp EEG with interictal left parieto-occipital sharp waves. (B) Scalp EEG with left parieto-occipital seizure. patient had frequent parieto-occipital sharp waves in wakefulness and sleep. In addition to seizures, the patient also had frequent migraine headaches which were often preceded by a visual aura, making it difﬁcult to differentiate the migraine aura from a visual sensory seizure. Nonneurological chronic symptoms included palpitations with a baseline heart rate of 120 bpm and abdominal discomfort with irregular bowel movements.",1
General physical examination revealed moderate obesity with abdominal striae. Neuropsychological assessment was undertaken during inpatient VEEG monitoring. Though she had an average Full,1
