text,label
"Brain & Development 30 (2008) 295–300 Case report www.elsevier.com/locate/braindev Alpers syndrome with prominent white matter changes Xinhua Bao a,*, Ye Wu a, Lee-Jun C. Wong b, Yuehua Zhang a, Hui Xiong a, Ping-Chieh Chou b, Cavatina K. Truong b, Yuwu Jiang a, Jiong Qin a, Yun Yuan c, Qing Lin a, Xiru Wu a a Department of Pediatrics, Peking University First Hospital, Beijing 100034, China b Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX, USA c Department of Neurology, Peking University First Hospital, Beijing 100034, China",0
Received 19 April 2007; received in revised form 21 June 2007; accepted 19 August 2007 Abstract,0
"Alpers syndrome is a fatal neurogenetic disorder caused by the mutations in POLG1 gene encoding the mitochondrial DNA polymerase c (polc). Two missense variants, c.248T > C (p.L83P), c.2662G > A (p.G888S) in POLG1 were detected in a 10-yearold Chinese girl with refractory seizures, acute liver failure after exposure to valproic acid, cortical blindness, and psychomotor regression. The pathology of left occipital lobe showed neuronal loss, spongiform degeneration, astrocytosis, and demyelination. In addition, there were prominent white matter changes in a series of brain magnetic resonance imaging (MRI) and increased immunological factors in CSF.",1
© 2007 Elsevier B.V. All rights reserved. Keywords: Alpers syndrome; POLG1 mutations; Leukoencephalopathy Introduction,0
"Alpers syndrome is a rare autosomal recessive hepatocerebral syndrome characterized by intractable seizures, early onset progressive liver dysfunction leading to hepatic failure, psychomotor regression (OMIM#203700) [1,2]. The disease manifestation is usually in early childhood and progress to death [1]. Naviaux et al. ﬁrst demonstrated the deﬁciency of mitochondrial DNA polymerase c activity and mitochondria DNA (mtDNA) depletion in the muscle and liver tissue of a patient with Alpers syndrome [3]. Mutations in POLG1 gene have also been reported to be responsible for autosomal recessive and autosomal dominant forms of progressive external ophthalmoplegia,",0
"* Corresponding author. Tel.: +86 10 66551122x3238; fax: +86 10 66134261. E-mail address: zwhang@pku.edu.cn (X. Bao). juvenile spinocerebellar ataxia-epilepsy syndrome, sensory ataxia, neuropathy, dysarthria, and ophthalmoparesis (SANDO), Parkinsonism, male infertility as well as Alpers syndrome [4–12]. More than 83 point mutations, mostly missense mutations have been documented, but cases from Chinese have not been reported (http://dir-apps.niehs.nih.gov/polg/).",0
"Alpers syndrome, as a neurodegenerative disease, aﬀects mainly the gray matter. This report describes the ﬁrst conﬁrmed case with Alpers syndrome in China, who had prominent white matter lesion in MRI and high immunological factors in CSF. Case report The 10-year-old girl is a 4th grade elementary school student. She is the ﬁrst child of healthy, nonconsanguineous parents. At 5 years of age, her hearing threshold was found to be a little bit elevated, otherwise she was 0387-7604/$ - see front matter © 2007 Elsevier B.V. All rights reserved. doi:10.1016/j.braindev.2007.08.009",1
"healthy and developed normally until 9 years of age. Her school performance was below average. At 9 years of age, she developed multifocal partial seizures. The seizures usually generalized and progressed to status epilepticus. Serials EEGs showed slow activity and almost continuous spike wave over the central, parietal, and occipital regions of both hemispheres. She was treated with phenobarbital, carbamazepine, topiramate, vaproic acid (VPA), lamotrigine, and clonazepam. However, the seizures could not be controlled. VPA was used for 2 and half months and then was terminated due to acute liver failure. She developed edema and coagulopathy 52 days after starting VPA treatment. The investigation of the coagulative function at that time revealed decreased ﬁbrinogen (1.56 g/L, normal range: 2.00– 4.00 g/L). Three weeks later she developed jaundice and hepatomegaly. Liver function studies showed abnormalities of alanine transaminase, aspartate transaminase, total bilirubin, direct bilirubin, total protein, albumin, and ﬁbrinogen with values of 64 l/L (normal range: 0–40 l/L), 215 l/L (normal range: 0–45 l/L),",1
"145.6 lmol/L (normal range: 1.7–20 lmol/L), 113.1 lmol/L (normal range: 0–6 lmol/L), 44.35 g/L (normal range: 60–82 g/L), 28.8 g/L (normal range: 35–50 g/L), and 0.64 g/L, respectively. VPA treatment was stopped. The liver function improved and was near normal 6 months later.",0
"Seven months after the onset of the disease, the patient developed episodes of visual loss. In the ﬁrst two episodes, the vision recovered several days later. However, the visual loss persisted after the third episode. The simultaneous MRI showed high T2 and DWI signals in the occipital region (Fig. 1C). Visual evoked potentials were absent. The vision problem appeared to be cortical in origin. The patient developed psychomotor regression gradually. She could not walk and sit without support 4 months after the onset of the disease. Nine months after the onset of disease, she lost language and had poor response to commands. She had been in vegetative state since 1 year after the onset of the disease. Her symptoms did not respond to the treatment of intraveously immunoglobulin (2 g/kg), corticosteroids, as well as the above mentioned antiepileptic drugs.",1
