text,label
"144 r e v u e n e u r o l o g i q u e 1 7 7 ( 2 0 2 1 ) 1 3 2 – 1 5 7 month after the initial MRI showed the resolution of the hyperintense signal in bilateral thalamic regions. WE is a medical emergency raising a risk of irreversible neurological impairment. Prevalence is underestimated. Physicians should be aware of the spectrum of predisposing factors and clinical settings resulting in thiamine deficiency. In patients in whom the disorder is suspected, high-dose intravenous vitamin therapy should be initiated immediately. Ethics statement",0
"Compliance with ethics guidelines. Informed consent was obtained from the patient for being included in the study. We have received ethics board approval (Comite´ d’e´thique du Groupe Hospitalier du Havre). Disclosure of interest The authors declare that they have no competing interest. r e f e r e n c e s Sechi G, Serra A. Wernicke’s encephalopathy: new clinical settings and recent advances in diagnosis and managment. Lancet Neurol 2007;6:442–55. Landais A, Saint-Georges G. Wernicke’s encephalopathy following sleeve gastrectomy for morbid obesity. Rev Med Interne 2014;35:760–3.",0
"Adioui T, Nejjari F, Tamzaourte M, Basr H, Rouibaa F, Aourarh Gayet–Wernicke encephalopathy: a rare complication of prolonged parenteral nutrition. Press Med 2015;44:561–4. Palacios-Marque´s A, Delgado-Garcia S, Martin-Bayon T, Martinez-Escoriza JC. Wernicke’s encephalopathy induced by hyperemesis gravidarium. BMJ Case Rep 2012;8:2012. Demasa,* C. Hardya H. Chaumontb J.-P. Cochina A. Lannuzelb,c,d aDepartment of Neurology, Hospital Jacques-Monod, Le Havre, France bService de Neurologie, Centre Hospitalier Universitaire de Pointe-a` - Pitre, Guadeloupe, French West Indies",0
"cFaculte´ de Me´decine de l’Universite´ des Antilles, Antilles, French West Indies dInstitut National de la Sante´ et de la Recherche Me´dicale, U 1127, CNRS, Unite´ Mixte de Recherche (UMR) 7225, Universite´ de la Sorbonne, Institut du Cerveau et de la Moelle e´pinie`re, ICM, Paris, France *Corresponding author at: Department of Neurology, Hospital Jacques-Monod, 26, avenue Pierre-Mende`s, 76290 Le Havre, France. E-mail address: alexis.demas@ch-havre.fr (A. Demas) Received 18 March 2020 Received in revised form 30 March 2020 Accepted 31 March 2020",0
https://doi.org/10.1016/j.neurol.2020.03.019 0035-3787/# 2020 Published by Elsevier Masson SAS. Sensory motor ataxic neuropathy associated dysarthria and ophthalmoplegia ‘‘SMANDO’’ in a consanguineous Moroccan patient with new POLG gene homozygote mutation,1
"A 25-year-old Moroccan man experienced his first symptoms when he was 7 years old with progressive bilateral ptosis. His parents were consanguineous (first degree). His gait had become progressively unsteady with falls and painful paresthesia. His speech was progressively becoming more slurred suggesting a probably associated cerebellar syndrome. Ophthalmologic examination revealed bilateral ptosis (Fig. 1a) with severe ophthalmoparesis in all directions. Gait showed a marked sensory ataxia with a positive Romberg sign. Speech was dysarthric. Motor examination revealed atrophy involving mainly the distal muscles with pes cavus (Fig. 1b and d) and severe proprioceptive impairment. Pectus excavatum (funnel breast) (Fig. 1c) and cleft palate were also present. Electroneuromyography revealed severe axonal predominantly sensory peripheral neuropathy. Skeletal muscle biopsy revealed ragged red fibers (Fig. 1e). Magnetic resonance imaging (MRI) of the brain was normal. The laboratory investigations revealed elevation in serum lactate 886 mg/l (normal: 57–220) and pyruvate 21.66 mg/L (normal: 3.60– 5.90). Molecular genetic analysis revealed multiple mitochondrial DNA deletions in muscle tissue detected by the long-range PCR technique. Sequencing of the POLG1 gene revealed the c. 1789C > T (p.Arg597Trp) mutation in the homozygous state. The c. 1789C > T mutation was found in heterozygous form in his consanguineous parents with no manifestation of disease. Based on ACMG guidelines and in silico gene variant tolerance analysis, c.1789C > T (p.Arg597Trp) variant is classified in the ClinVar database as pathogenic/likely pathogenic by three submitters (GeneDx; EGL Genetic Diagnostics [Eurofins Clinical Diagnostics] and Wong Mito Lab [Molecular and Human Genetics, Baylor College of Medicine]). Also, this substitution is located in the linker domain (residues 418–755) which is a highly conserved region. Using four computational methods, a functional impact combined score of 2.65 was obtained by Mutation Assessor classifying the change as ‘‘medium’’. Otherwise, SIFT Polyphen-2 and SNPs&GO software predicted the variant to be deleterious, probably damaging and disease related, respectively.",1
"According to gnomAD, R597 W allele frequency is 0.000006979. r e v u e n e u r o l o g i q u e 1 7 7 ( 2 0 2 1 ) 1 3 2 – 1 5 7 145 Fig. 1 – Asymmetric ptosis (a). Muscle atrophy (b). Pectus excavatum (funnel breast) (c). Muscle atrophy (d). Muscle biopsy revealed ragged red fibers (e).",1
"The first cases of SANDO were reported in 1997 [1] to describe a novel mitochondrial disease associated with multiple mtDNA mutations in four unrelated patients who presented with sensory ataxic neuropathy, dysarthria and ophthalmoplegia [1]. Since then few cases have been reported. We present the first case of a Moroccan patient with different clinical features of ‘‘SMANDO’’ syndrome (Sensory Motor Ataxic Neuropathy ‘‘CMT like’’ Phenotype associated dysarthria and Ophthalmoplegia) due to a new POLG gene homozygote mutation that illustrates the phenotypic variability and difficult diagnosis of this syndrome. The pathophysiology of SANDO most often results from mutations in the POLG1 gene [2]. POLG1 usually encodes for DNA polymerase-g which is important in mitochondrial DNA (mtDNA) replication. There are now over 150 POLG1 mutations known and collectively these mutations result in errors in mtDNA [2,3]. These errors accumulate and cause dysfunction in the respiratory chain of the oxidative-phosphorylation pathway leading to clinical symptoms and findings. SANDO can be either an autosomal recessive or de novo mutation, rarely reported as autosomal dominant. There is a wide phenotypical variation making diagnosis difficult, as was the case in our patient who had a typical manifestation of SANDO, with an important atrophy involving mainly the distal muscles.",0
There is considerable variability in the phenotype of,0
"mitochondrial disease making the diagnosis between different syndromes difficult [4,5]. Mutations in the POLG gene have emerged and they are responsible for a heterogeneous group of multiple syndromes (Alpers syndrome, Ataxia Neuropathy Spectrum disorders, Myoclonus Epilepsy Myopathy Sensory Ataxia, autosomal recessive Progressive External Ophthalmoplegia and autosomal dominant Progressive External Ophthalmoplegia) [6]. There has been no clear correlation between genotype and phenotype in patients with POLG mutations. The p.A467 T mutation in the linker region is the most common mutation. The homozygous p.A467 T mutation",0
