text,label
"Early-Onset Familial BRIEF COMMUNICATIONS directly related to mitochondrial function, parkin and DJ-1, have been associated with autosomal recessive Parkinsonism Due to POLG Mutations Guido Davidzon, MD,1 Paul Greene, MD,1 Michelangelo Mancuso, MD,2 Kevin J. Klos, MD,3 J. Eric Ahlskog, MD, PhD3 Michio Hirano, MD,1 and Salvatore DiMauro, MD1 Objective: To define the molecular etiology of early-onset parkinsonism and peripheral neuropathy.",0
"Methods: Two sisters had early-onset parkinsonism (dystonic toe curling, action tremor, masked face, bradykinesia, stooped posture, and rigidity), together with clinical and electrophysiological signs of sensorimotor axonal peripheral neuropathy.",0
"Results: No mutations were found in the genes for parkin or PINK1. Muscle biopsies showed ragged-red and cytochrome c oxidase–negative fibers, and biochemistry showed decreased activities of respiratory chain complexes containing mitochondrial DNA–encoded subunits. Multiple mitochondrial DNA deletions were seen by long polymerase chain reaction, and sequencing of the POLG gene showed that the patients were compound heterozygous for two patogenic mutations. Interpretation: POLG mutations can cause early-onset parkinsonism in the absence of progressive external ophthalmoplegia.",0
Ann Neurol 2006;59:859 – 862,0
"Mitochondrial involvement in the pathogenesis of Parkinson’s disease (PD) was suspected since the late 1980s, when respiratory chain complex I activity was found to be reduced in tissues from patients (reviewed in Mizuno and colleagues1) and in animals intoxicated with the PD-inducing molecule 1-methyl-4-phenyl1,2,3,6-tetrahydropyridine (MPTP).2 It was also suggested that PD may result from excessive age-related accumulation of mitochondrial DNA (mtDNA) mutations in the substantia nigra, but this mechanism was never convincingly substantiated.3 However, in the past few years, mutations in three nuclear genes encoding the mitochondrial protein PINK1 and two proteins",0
"From the 1Department of Neurology, Columbia University Medical Center, New York, NY; 2Department of Neurology, Neurological Institute, University of Pisa, Pisa, Italy; and 3Department of Neurology, Mayo Clinic, Rochester, MN. Received Dec 21, 2005, and in revised form Feb 1, 2006. Accepted for publication Feb 10, 2006. Published online Apr 24, 2006 in Wiley InterScience (www.interscience.wiley.com). DOI: 10.1002/ana.20831 Address correspondence to Dr DiMauro, 4-420 College of Physicians & Surgeons, 630 West 168th Street, New York, NY 10032. E-mail: sd12@columbia.edu",0
"and early-onset forms of PD.4–6 Mutations in the catalytic subunit of mtDNA polymerase gamma (POLG), a nuclear-encoded protein involved in the synthesis, replication, and repair of mtDNA, have been associated with depletion or multiple deletions of mtDNA in a striking variety of neurological phenotypes, including progressive external ophthalmoplegia (PEO), ataxia, peripheral neuropathy, and an infantile hepatocerebral disorder known as Alpers’ syndrome.7,8 Several families harboring mutations in POLG suffered from parkinsonism, usually associated with other clinical manifestations, most commonly PEO.7–9",0
"Here, we describe two sisters with early-onset par- kinsonism and neuropathy but without PEO, who were compound heterozygotes for two autosomal recessive POLG mutations, one in the polymerase domain and the other in the linker region of the enzyme. Patients and Methods Patients Two sisters, ages 27 (Patient 1) and 33 (Patient 2), the only children of nonconsanguineous parents, were normal at birth and through childhood except for migraine headaches and anxiety.",1
"When first seen at age 26, Patient 1 had dystonic toe curling, postural-action tremor of all limbs, reduced arm swing, hyporeflexia, “foot numbness,” and mild distal weakness of toes and fingers. An electromyogram showed lengthdependent axonal predominantly sensory neuropathy. Within 1 year, she developed facial masking, hypophonia, cogwheeling of the wrists, stooping, shuffling gait, bradykinesia, and positive pull test. Resting venous lactate was elevated (2.5 and 3.1mmol/L; reference range, 0.93–1.65mmol/ L). Serum creatine kinase was normal. Because of her sister’s intolerance to carbidopa/L-dopa (Sinemet), she was started on pramipexole (0.5mg three times daily), with moderate improvement of her action tremor.",1
"Patient 2 presented at age 20 with dystonic toe curling, intermittent action tremor of all limbs, and facial masking and stiffness, leading to the diagnosis of parkinsonism. At age 27, she developed numbness in her feet, and a year later, when seen at the Mayo Clinic, she had signs of both parkinsonism (bradykinesia, stooped posture, and rigidity) and peripheral neuropathy (bilateral stocking and glove sensory deficits). An electromyogram showed axonal sensorimotor, predominantly sensory neuropathy. Magnetic resonance imaging of the brain showed moderate generalized cerebral and cerebellar atrophy. Serum lactate and creatine kinase values were normal. Her tremor improved on a low dose of carbidopa/levodopa (25/100 immediate-release tablet three times daily); higher doses caused severe oral dyskinesia.",1
