text,label
Movement Disorders,0
"Vol. 23, No. 9, 2008, pp. 1286–1320",0
© 2008 Movement Disorder Society,0
Brief Reports,0
Apraxia of Lid Opening Mimicking Ptosis in Compound Heterozygosity for A467T and W748S POLG1 Mutations,1
"Sebastian Paus, MD,1* Gabor Zsurka, PhD, MD,2 Miriam Baron, PhD,2 Marcus Deschauer, MD,3 Christian Bamberg, MD,4 Thomas Klockgether, MD,1 Wolfram S. Kunz, PhD,2 and Cornelia Kornblum, MD1",0
"1Department of Neurology, University of Bonn, Bonn, Germany; 2Department of Epileptology and Life and Brain Center, University of Bonn, Bonn, Germany; 3Department of Neurology, University of Halle-Wittenberg,",0
"Halle/Saale, Germany; 4Department of Neurology, Rhein-Mosel-Fachklinik, Andernach, Germany",0
"Abstract: Patients harboring A467T and W748S POLG1 mutations present with a broad variety of neurological phenotypes, including cerebellar ataxia, progressive external ophthalmoplegia (PEO), myoclonus, epilepsy, and peripheral neuropathy. With exception of ataxia and myoclonus, movement disorders are not typical features of POLG1 associated disorders. We report on two affected siblings compound heterozygous for A467T and W748S mutations, one suffering from choreoathetosis and apraxia of lid opening due to focal eyelid dystonia that mimicked progression of ptosis, resulting in functional blindness. So far, focal dystonia has not been reported in POLG1 mutation carriers, and should be considered when investigating patients with PEO and ptosis. Further studies on POLG1 mutations in focal dystonia are warranted. © 2008 Movement Disorder Society",0
Key words: focal dystonia; blepharospasm; ptosis; POLG; botulinum neurotoxin,0
"Mutations in the polymerase g gene (POLG1), coding for a protein involved in mitochondrial DNA (mtDNA) maintenance, cause a broad variety of autosomal domi-",0
"*Correspondence to: Dr. Sebastian Paus, Department of Neurology, University of Bonn, Bonn, Germany.",0
E-mail: spaus@uni-bonn.de,0
Received 22 January 2008; Revised 16 April 2008; Accepted 17,0
April 2008,0
Published online 10 June 2008 in Wiley InterScience (www. interscience.wiley.com). DOI: 10.1002/mds.22135,0
"nant and recessive neurological phenotypes, including progressive external ophthalmoplegia (PEO), ptosis, cerebellar ataxia, epilepsy, dementia, myopathy, myoclonus, peripheral neuropathy, and headache, in some cases accompanied by liver involvement.1 In POLG1 associated disorders, relationship between genotype and phenotype is complex, with a considerable overlap of clinical spectrum.2,3 With exception of ataxia and myoclonus, movement disorders are not typical features of POLG1 mutations. Recently, Parkinsonism has been associated to POLG1, accompanied either by PEO and other characteristic symptoms,4 or neuropathy alone.5 One study in Finnish patients with recessive ataxia due to homozygous W748S mutations described involuntary movements, namely athetoid and choreoathetoid movements of extremities and face, and tremor of head and limbs.6",0
"Here, we report on two siblings compound heterozygous for A467T and W748S, the most frequent recessive POLG1 mutations, presenting with a remarkably later onset and longer survival than most patients of the same genotype. One suffered from choreoathetosis and apraxia of lid opening (ALO) due to dystonic activity of eyelid muscles, resulting in functional blindness. So far, dystonia has not been reported in POLG1 mutation carriers.",1
SUBJECTS AND METHODS,0
Subjects,0
"Three sisters, ages 39 (Patient 1), 38, and 37 (Patient 2), the children of nonconsanguineous parents, were normal at birth and through childhood. The oldest developed neurological symptoms at the age of 28, heralded by episodic headache, cognitive decline, and seizures, repeatedly resulting in generalized status epilepticus. When seen ﬁrst at age 32, Patient 1 presented with marked ataxia, both due to cerebellar affection and sensorimotor peripheral neuropathy, dysarthria, PEO with diplopia, mild bilateral ptosis, epilepsy, moderate cognitive impairment, myoclonus and choreoathetoid movements of the arms and perioral muscles. She had never been treated with neuroleptics. MRI of the brain showed moderate generalized cerebral atrophy, including midbrain and cerebellum. Histology of vastus lateralis muscle revealed mild unspeciﬁc myopathological alterations without ragged",1
1286,0
APRAXIA OF LID OPENING MIMICKING PTOSIS	1287,0
"TABLE 1. Phenotypes, genotypes, and mtDNA copy numbers in blood",0
Age (years),0
Copy numbers are given in mean 6 SD.,0
"POLG1 genotype: The two sides of the slash indicate genotyping results of the two chromosomes as determined by PCR-RFLP. The term ‘‘wt’’ in this respect indicates that none of the three POLG1 mutations (W748S, E1143G, and A467T) were detected.",0
"SD, standard deviation; d. onset, disease onset; na, not applicable; PEO, progressive external ophthalmoplegia; wt, wild type.",0
"red or cytochrome c oxidase negative ﬁbers, while biochemical analyses of respiratory chain enzymes and citrate synthase activities were normal (Table 1).",0
"Patient 2 was healthy until the age of 36, when she developed PEO, mild bilateral ptosis, dysarthria, ataxia, and neuropathy. Brain MRI was normal. Examination of muscle tissue was identical to Patient 1.",1
"Mother, father, and the third sister were seen at ages 64, 64, and 38, respectively. Besides obstetric cholestasis in the sister, no liver disease, diabetes, or neurological symptoms became evident.",0
Genetic Analysis,0
"Total DNA was extracted from muscle tissue in both patients, followed by long-range PCR to test for mtDNA rearrangements. Also, total DNA was extracted from blood in all subjects, at ﬁrst analyzed for the two most frequent recessive mutations in POLG1 (A467T, W748S) and the E1143G polymorphism by PCR-RFLP, followed by sequencing.",0
"Copy numbers of the mitochondrial genome were determined in blood leukocytes in all subjects by realtime PCR as described earlier.7 In all subjects, quadruple experiments were performed, and arithmetic means and standard deviations were calculated. Copy numbers were compared to those of 15 ageand sex-matched healthy controls (f/m: 13/2), using student’s t-test.",0
RESULTS,0
Clinical Course,0
"After initial presentation, Patient 1 was seen at regular intervals, and a slow worsening of diplopia, neuropathy, and ataxia was documented, whereas epilepsy,",1
"choreoathetosis, and cognitive function remained stable. Involuntary closing of the eyes due to lowering of the lids also worsened, at ﬁrst attributed to aggravation of ptosis, resulting in phases of functional blindness at the age of 35. At this time, she started to recline her head and to hold open her eyes with her ﬁngers during conversation or reading attempts, accompanied by voluntary contraction of the frontalis muscle, as sometimes observed in ALO. Although no apparent blepharospasm was observed, and the patient’s maneuvers did not function as a sensory trick, we assumed dystonic closing of the eyelids (in contrast to myopathic ptosis), and needle electromyography revealed persistent and dystonic muscle activity of the pretarsal part of the orbicularis oculi muscle. Injections of botulinum neurotoxin A (BoNT/A; Botox1) into both upper eyelids (4 units per side) led to marked improvement with mild residual ptosis only, similar to the initial clinical examination. BoNT/A injections were continued in",1
"3 months intervals, with ongoing success until now. When Patient 2 was seen 1 year after disease onset, there were no involuntary movements of any kind.",1
"Long-range PCR detected multiple mtDNA deletions in skeletal muscle of Patients 1 and 2. Both were compound heterozygous for A467T and W748S POLG1 mutations. Mother and healthy sister were heterozygous for the W748S mutation, and the father was heterozygous for the A467T mutation. As described before,3,6 W748S was found together with E1143G in each case, suggesting allelic coupling of both mutations.",1
"MtDNA copy numbers in blood were signiﬁcantly reduced in both patients compared to controls, even",0
"Movement Disorders, Vol. 23, No. 9, 2008",0
1288	PAUS ET AL.,0
"more obvious in Patient 1 with earlier disease onset and more severe clinical phenotype (reduction of 68% and 56%, respectively). Also, mean copy numbers of the healthy family members were lower when compared with mean values of controls, reaching signiﬁcance in the mother only.",0
DISCUSSION,0
