text,label
"Rod bipolar cell dysfunction in POLG retinopathy Kit Green Sanderson . Eoghan Millar . Anupreet Tumber . Regan Klatt . Neal Sondheimer . Ajoy Vincent Received: 21 April 2020 / Accepted: 9 June 2020 / Published online: 21 June 2020 © Springer-Verlag GmbH Germany, part of Springer Nature 2020 Abstract Objective To report the clinical and novel electrophysiological features in a child with POLG-related sensory ataxic neuropathy, dysarthria and ophthalmoparesis (SANDO).",1
"Methods The proband, a male child of Indian descent, underwent serial systemic and ophthalmological evaluations from birth until 14 years of age. Eye examinations included visual acuity and extraocular movement assessments, fundus photography, spectral domain optical coherence tomography and full-field electroretinography (ERG). Detailed genetic testing was also performed.",0
"Results The child carried a homozygous mutation in POLG (c.911T [ G/p.Leu304Arg) and manifested systemic features such as seizures, headaches, areflexia, hypotonia, myopathy and vomiting. The child’s distance visual acuity was 0.50 and 0.40 LogMAR in the right and left eyes, respectively. Bilateral K. G. Sanderson · N. Sondheimer · A. Vincent Genetics and Genome Biology, The Hospital for Sick Children, Toronto, Canada E. Millar · A. Tumber · R. Klatt · A. Vincent (&) Department of Ophthalmology and Vision Sciences, The Hospital for Sick Children, University of Toronto, Toronto, Canada",1
"e-mail: ajoy.vincent@sickkids.ca N. Sondheimer Division of Clinical and Metabolic Genetics, The Hospital for Sick Children, Toronto, Canada ophthalmoplegia and ptosis were observed at 5 years of age. The dark-adapted (DA) ERG responses to 2.29 cd s m-2 and 7.6 cd s m-2 stimuli showed a markedly reduced b/a ratio; an electronegative configuration was noted to a DA 7.6 ERG.",0
Conclusion This is the first documented case of an electronegative ERG in a POLG-related disorder consistent with generalized rod ON-bipolar dysfunction. The rest of the proband’s systemic and ophthalmological features were consistent with SANDO but some features overlapped with other POLG-related disorders such as Alpers–Huttenlocher syndrome and autosomal dominant progressive external ophthalmoplegia demonstrating the wide phenotypic overlap expected due to POLG mutations. Keywords POLG · POLG1 · Polymerase gamma · Electroretinography · Light signal transduction · Retinal bipolar cells,1
"Introduction POLG (POLG1) is a nuclear gene that codes for the catalytic subunit of polymerase c, an enzyme with both polymerase and exonuclease functions, allowing for the proofreading of mitochondrial DNA (mtDNA) [1]. Damaging mutations in POLG could lead to defective polymerase or exonuclease activity of the enzyme, thereby causing mtDNA mutations. Point mutations in mtDNA arise from defective polymerase activity of the POLG enzyme, whereas defective exonuclease activity results in an accumulation of both point mutations and deletions in the mtDNA [1–6].",0
"Mutations in POLG are known to cause a range of autosomal dominant (AD) and autosomal recessive (AR) disorders with overlapping clinical features including seizure, developmental delay, migraines, stroke-like episodes, extrapyramidal movement disorders, peripheral neuropathy, ataxia, depression, anxiety, sensorineural hearing loss, retinopathy, cataracts, gastrointestinal dysmotility, liver failure, myopathy, hypotonia, diabetes mellitus, primary ovarian/ testicular failure and cardiomyopathies [2, 6–10]. Despite the overlapping features, there are distinct clinical phenotypes described due to POLG mutations which include childhood myocerebrohepatopathy spectrum (CMS; AR), myoclonic epilepsy myopathy sensory ataxia (MEMSA; AR), sensory ataxic neuropathy, dysarthria and ophthalmoparesis [SANDO; AR; also known as ataxia neuropathy spectrum (ANS)], autosomal recessive and dominant progressive external ophthalmoplegia (PEO) and the most severe form Alpers–Huttenlocher syndrome (AHS; AR) [6, 7].",0
"CMS is characterized by infantile onset of its cardinal features which include hypotonia, developmental delay, hepatopathy and GI involvement [6]. The classical tetrad of MEMSA includes seizures, myopathy, neuropathy and ataxia in the absence of ophthalmoplegia [7]. The characteristic features associated with SANDO (ANS) are ataxia and neuropathy with many developing seizures and ophthalmoplegia [7]. AD PEO is characterized by migraines, ophthalmoplegia and CNS involvement, while the AR PEO is associated with ophthalmoplegia, weakness and the potential for cardiac and gastrointestinal symptoms [6, 11–13]. Hallmark features of AHS include developmental delay, hepatopathy, seizures and GI involvement [6, 14–16]. A number of overlapping ocular features have been associated with these clinical entities, including external ophthalmoplegia, pigmentary retinopathy, cataracts and eyelid ptosis [9, 17, 18]. Regardless of etiology, acquired or inherited, many generalized retinal disorders require a full-field electroretinogram (ERG) for an accurate diagnosis and prognosis [19]. While some conditions may have hallmark signs visible on fundus examination, some",0
"disorders have normal retinal appearance and are better assessed and diagnosed with an ERG [19]. In cases with generalized trans-synaptic or bipolar cell deficits, an electronegative configuration to darkadapted (DA) bright flash (DA 3.0 and DA 10.0) ERGs is seen, as the b-wave amplitude is smaller than the a-wave amplitude [19]. An electronegative ERG is characteristic of retinal disorders such as congenital stationary night blindness (CSNB), X-linked retinoschisis and juvenile Batten disease [19].",0
"POLG is ubiquitously expressed, and in the retina, it is expressed in the inner and outer plexiform layers as well as the ganglion cells [1]. Neuron-specific mice models of POLG with impaired exonuclease activity showed a reduced b:a ratio of the scotopic ERG suggesting retinal rod ON-bipolar dysfunction [1]. A normal ERG is one of the minor diagnostic criteria for AHS [20]; however, there are only a few cases in the literature that have reported on ERG findings [21]. This is a case report of a boy with biallelic POLG mutations, demonstrating the first documented occurrence of an electronegative ERG in addition to typical systemic features of a POLG-related disorder.",0
