text,label
Movement Disorders,0
"Vol. 23, No. 11, 2008, pp. 1613–1627",0
© 2008 Movement Disorder Society,0
Letters to the Editor Related to New Topics,0
Alexander Disease Causing Hereditary Late-Onset Ataxia with Only Minimal White,0
Matter Changes: A Report of Two Sibs,0
Video,0
"Classic Alexander disease refers to a rare neurodegenerative leukodystrophy, typically manifesting in early childhood with megaloencephaly, seizures, spasticity, and psychomotor regression. Until recently, its diagnosis was based on distinctive MRI features, such as white matter lesions that predominantly affect the frontotemporal and periventricular regions. The ﬁnding of causative mutations in the GFAP gene has enabled diagnostic conﬁrmation by mutation analysis. This has also lead to the identiﬁcation of atypical and late-onset cases, with a highly variable spectrum of clinical and imaging abnormalities.",0
"We report a case of an adult-onset, mutation proven Alexander disease characterized by cerebellar and sensory ataxia, the absence of palatal tremor, and very mild white matter changes.1,2",0
"This 61-year-old man presented at the age of 50 years with slowly progressive gait difﬁculties. His past medical history revealed the onset of static but marked forward ﬂexion of the trunk in his ﬁrst decade, but without any motor abnormalities until recently. His sister had been diagnosed with progressive cerebellar ataxia; there were no other affected relatives.",0
"Neurological examination (see video) revealed a normal mental status; jerky pursuit, and dysmetric saccades; mild cerebellar dysarthria; mild ataxia of the trunk and extremities that increased upon eye closure; a broad-based, ataxic gait; cervical kyphosis and thoracic scoliosis with ﬂexion contractures of the hips and knees; positive Romberg’s sign; disturbed vibration sense in the lower limbs; slightly diminished tendon reﬂexes in the lower extremities with normal plantar responses.",0
"We screened for several of the genetic ataxias, but no mutations were detected in the SCA1/2/3/6/7/14 genes or in the genes responsible for Friedreich’s ataxia and dentatorubro-pallido-luysian atrophy. Electromyography showed no signs of neuropathy or myopathy. SSEP was not performed. MRI demonstrated subtle white matter lesions anteriorly in both temporal lobes, as well as mild atrophy of the cerebellum, brainstem and cervical spinal cord on standard MRI imaging (Fig. 1A–C).",0
Additional Supporting Information may be found in the online version of this article.,0
Published online 25 June 2008 in Wiley InterScience (www. interscience.wiley.com). DOI: 10.1002/mds.22053,0
"The records of the affected sister, who died at the age of 64, mentioned horizontal nystagmus, cerebellar dysarthria, limb ataxia, and progressive gait difﬁculties. In addition, the presence of palatal myoclonus was noted once. While the dysarthria was said to exist from an early age, the gait difﬁculties arose at the age of 30. Brain imaging (at age 58 years) showed cerebellar and marked bulbomedullar atrophy as well as white matter lesions in the periventricular region, corpus callosum, and right medial cerebellar peduncle (Fig. 1D–F).",0
"As these combined clinical and imaging features were suggestive of Alexander disease, we sequenced the GFAP gene, and found a novel heterozygous c.692T > A missense mutation in exon 4, predicting a p.Leu231His amino acid change; this mutation was not encountered in 210 control chromosomes.",0
