text,label
"Autonomic Neuroscience: Basic and Clinical 170 (2012) 70–72 Short communication Novel mutation in spacer region of POLG associated with ataxia neuropathy spectrum and gastroparesis Alionka Bostan a,⁎, Gerald Glibert a, Bernard Dachy a, Bernard Dan b a Department of Neurology, CHU Brugmann, Universite Libre de Bruxelles, Place A. Van Gehuchten 4, Brussels B 1020, Belgium b Department of Neurology, Hôpital Universitaire des Enfants Reine Fabiola, Universite Libre de Bruxelles (ULB), Brussels, Belgium a r t i c l e i n f o Article history: Received 17 November 2011",1
"Received in revised form 15 June 2012 Accepted 17 June 2012 Keywords: Polymerase gamma Mitochondrial DNA Polyneuropathy Gastroparesis a b s t r a c t Clinical expression of POLG mutations is largely variable. We present a patient with a new mutation in spacer region of mitochondrial polymerase gamma protein (P765T). The clinical picture is characterized by the presence of sensory–ataxic neuropathy, ophthalmoplegia, dysarthria and gastroparesis, which had not been previously observed in ataxia neuropathy spectrum. © 2012 Elsevier B.V. All rights reserved. Introduction",1
"DNA polymerase gamma (POLG), the only DNA polymerase found in mitochondria, is entirely responsible for all DNA synthetic reactions including mtDNA replication and repair (Hance et al., 2005). POLG is a heterodimeric enzyme containing a Pol I-like catalytic core (PolgA) and an accessory subunit (PolgB), encoded by POLG at locus 15q25 and POLG2 at locus 17q24.1, respectively (Chan and Copeland, 2009). PolgA possesses both polymerase and proofreading exonuclease activities; PolgB increases enzyme's processivity (Lee et al., 2009). Mutations in the catalytic subunit of POLG can cause mtDNA instability, inducing its deletion and/or depletion. Mutation database (http://tools.niehs.nih.gov/ polg/) currently lists more than 150 POLG mutations, which are evenly distributed over the protein sequence. In addition to the clinical heterogeneity, POLG mutations can be either dominant or recessive, posing a great diagnostic challenge for the clinician.",0
"The phenotypic spectrum is wide, including encephalopathy, epilepsy, ataxia, ophthalmoplegia, neuropathy, myopathy and hepatopathy. Among neurological features of POLG related disorders, the ataxia neuropathy spectrum (ANS) has been deﬁned, comprising mitochondrial recessive ataxia syndrome (MIRAS) and sensory ataxia neuropathy dysarthria and ophthalmoplegia (SANDO). We report a P765T POLG missense mutation in a patient with sensory–",0
"ataxic neuropathy, ophthalmoplegia, dysarthria and gastroparesis. To our knowledge, this mutation of POLG coding region has not been reported previously (Cohen and Naviaux, 2010). ⁎ Corresponding author at: Neurology Department, CHU Brugmann, Université Libre de Bruxelles, Place A. Van Gehuchten 4, 1020 Brussels, Belgium. Tel.: +32 2 477 24 49. E-mail address: abostan@ulb.ac.be (A. Bostan). Case report",0
"A 52 year-old Moroccan woman, presented with a 10-year history of drooping eyelids (without daytime ﬂuctuation) and slurred speech, she developed over the past six months progressive gait instability, leg numbness and inability to feel the ground under her feet. Several weeks prior to admission, she suffered from anorexia and had a dramatic weight loss; she lost 15 kg over past two months. She was complaining of early satiety, bloating, upper-abdominal discomfort and tendency to constipation. The patient's deceased mother had a similar bilateral ptosis, without any other ocular signs, her parents were not consanguineous. The patient has one healthy daughter.",1
"On neurological examination, she had unaltered mental status, bilateral ptosis, complete ophthalmoplegia, optic discs atrophy. Pupils were equally reactive. A ﬂaccid type dysarthria was noted. She had mild upper and lower limb muscle weakness with distal predominance. Deep tendon jerks were absent, plantar responses were ﬂexor. Muscular tone was normal, no dysmetria was observed. Sensation to touch and pin prick was normal. She had impaired vibratory and position sensation in both feet. Gait was staggering and wide-based, which made the Romberg test impracticable. General examination was otherwise unremarkable.",1
"The patient had normal liver, renal and thyroid functions, normal electrolytes, sedimentation rate, creatine kinase, serum protein electrophoresis, serum lactate and urine organic acid proﬁle. A 1.5 Tesla brain MRI showed mild cortical–subcortical atrophy without any other parenchymal abnormalities. Sensory nerve conduction studies showed low amplitude radial sensory nerve action potential (SNAP) (4.8 μV; normal >20 μV) and absent sural SNAP. Motor conduction velocities were decreased in the median nerve",1
1566-0702/$ – see front matter © 2012 Elsevier B.V. All rights reserved. doi:10.1016/j.autneu.2012.06.002 A. Bostan et al. / Autonomic Neuroscience: Basic and Clinical 170 (2012) 70–72 71 Fig. 1. A — Isotopic gastric emptying study showing markedly delayed gastric emptying with clearance time (T ½ or T50%) of 100 minutes. Normal range is 50±15 minutes. B — X-ray study showing important gastric and bowel distention.,1
"(44 m/s; normal>48 m/s) and the tibial nerve (35 m/s; normal> 40 m/s). F-wave latencies were mildly prolonged in the tibial nerve (minimal latency 58.8 ms; normalb58 ms). This is suggestive of an axonal sensori-motor neuropathy with sensory predominance. Needle electromyographic studies (EMG) showed some polyphasic motor unit action potentials in upper and lower extremities. These were also found in the orbicularis oris, orbicularis oculi and sternocleidomastoid muscles, which also showed a myogenic EMG pattern with short, low-amplitude motor unit action potentials. Brainstem auditory evoked potentials and blink reﬂex were normal. Neuro-ophthalmologic examination (including electro-retinography) suggested chronic progressive external ophthalmoplegia without retinopathy. X-ray studies demonstrated gastric and bowel distention. Isotope gastric emptying showed markedly delayed emptying, consistent with gastroparesis (Fig. 1).",1
