text,label
"Reversible valproate hepatotoxicity due to mutations in mitochondrial DNA polymerase c (POLG1) R McFarland,1,2 G Hudson,2 R W Taylor,2 S H Green,3 S Hodges,1 P J McKiernan,3 P F Chinnery,1,2 V Ramesh1 1 Newcastle upon Tyne NHS Hospitals Trust, Newcastle upon Tyne, UK; 2 Newcastle University, Newcastle upon Tyne, UK; 3 Birmingham Children’s Hospital, Birmingham, UK ABSTRACT",0
"We report the case of a 2-year-old boy with seizures who developed hepatic failure shortly after commencing sodium valproate. Unexpectedly, liver function returned to normal on stopping the drug. Sequencing of the mitochondrial polymerase c gene (POLG1) revealed four heterozygous substitutions, two of which have been identified in cases of Alpers-Huttenlocher disease. CASE HISTORY",1
"A previously well, developmentally normal 2-yearold boy presented with new onset epilepsy following minor head trauma. A CT scan of his brain performed following his head injury was normal, although EEG showed sharp and slow wave focus in the right posterior quadrant. Following an unsuccessful trial of carbamazepine, he was placed Correspondence to: Dr Robert McFarland, Mitochondrial Research Group, on a gradually increasing regimen of sodium valproate, reaching a maximum dose of 25 mg/",1
"School of Neurology, Neurobiology and Psychiatry, 4th Floor, The Medical School, Framlington Place, Newcastle University, Newcastle NE2 4HH, UK; robert.mcfarland@ncl.ac.uk Parental/guardian informed consent was obtained for publication of the person’s details in this report. Accepted 26 September 2007 In 1931 Alpers first described post mortem findings",0
"of ‘‘progressive degeneration of gray matter’’ in an infant with a rapidly progressive neurodegenerative illness.1 However, it was Huttenlocher who later recognised the clinical syndrome of psychomotor retardation, intractable epilepsy and liver failure.2 Explosive onset of seizures (generalised, focal and myoclonic) usually occurs between the ages of 1 and 3 years and patients frequently present in status epilepticus or with epilepsia partialis continua. In many cases the onset of this intractable epilepsy heralds an inexorable and rapid decline resulting in death within months. In addition to the pre-terminal hepatic failure, there are a number of other associated clinical features including developmental delay and regression, hypotonia, cortical blindness, ataxia and in older patients an axonal sensory neuropathy. Although the molecular aetiology of this disease was initially unclear, it has now become apparent that almost all infants and young children with AlpersHuttenlocher disease have a disorder of oxidative phosphorylation secondary to depletion of mitochondrial DNA (mtDNA). Mutations in three genes (POLG1, DGOUK and MPV17) are responsible for most cases of hepatocerebral mtDNA depletion, but interestingly, only mutations in POLG1 have been associated with AlpersHuttenlocher disease, epilepsy not being a feature of mutations in either DGOUK or MPV17.3 4 Administration of the anti-convulsant drug sodium valproate has been associated with a fatal hepatopathy,5 and it has been suggested that young children with Alpers-Huttenlocher disease may be at increased risk of this complication.6 In these patients discontinuation of sodium valproate has not been associated with an improved clinical course in this fatal condition. Although the mutations identified in our patient have previously been reported as part of a study of the phenotypic presentation of POLG mutations,7 this is the first description of the case and discussion of the important clinical points it raises regarding the investigation and treatment of children with liver failure precipitated by sodium valproate treatment.",0
"kg/day. Almost 2 months after commencing this drug he became unwell with persistent vomiting and encephalopathy and was admitted to hospital. His GCS on admission was 3 and his blood sugar unrecordable. He had deranged liver function tests, prolonged clotting, elevated ammonia, and a high plasma lactate (14.8 mmol/l). Sodium valproate was stopped and supportive therapy instituted. He regained normal consciousness after several hours, although plasma lactate remained elevated at",1
"7.9 mmol/l. Brain MRI scan showed abnormal white matter signal in the occipital and medial temporal lobes bilaterally (fig 1A), findings which persisted on a follow-up scan 15 months later (fig 1B). Hepatic dysfunction progressed (table 1), but the child was considered unsuitable for liver transplantation at this time because of a presumptive diagnosis of Alpers-Huttenlocher disease. With conservative management and vitamin K supplementation, his liver function returned to normal over a 6-month period. His epilepsy is currently treated with levetiracetam and seizures are infrequent. In view of the high lactate, seizures and hepatic dysfunction, mitochondrial disease was considered and a muscle biopsy was performed. Blood DNA was investigated for mutations in POLG1.",1
METHODS,0
"Standard histological and histochemical (including sequential cytochrome c oxidase (COX) and succinate dehydrogenase (SDH)) analyses were performed on frozen sections (10 mm) of skeletal muscle biopsy obtained from the patient’s left quadriceps. The activities of individual respiratory chain complexes and the matrix marker citrate synthase were determined as previously described.8 Total genomic DNA was extracted from several tissues by standard procedures. Rearrangements of mtDNA were investigated by Southern blot analysis and long-range PCR of skeletal muscle DNA. Sequencing of the entire coding region and adjacent intronic regions of POLG1 was performed on blood DNA using a fluorescent chain terminating sequencing kit (Applied Biosciences, Foster",0
"Figure 1 (A) Brain MRI scan demonstrating high signal intensity within occipital and temporal lobes. (B) Followup MRI scan demonstrating persistent high signal change 15 months later. City, CA) and a fluorescent DNA analyser (primers and conditions available online, Applied Biosciences 3100). The sequence obtained was compared with the GenBank reference (accession number: BC050559) and substitutions were confirmed by reverse sequencing. RESULTS",1
